,Set Name,Year,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10,Total
1374,Topps Transcendent Collection Transcendent Chrome,2022,0,0,–,0,0,0,0,0,1,0,18,42,61
1375,Topps Transcendent Collection Transcendent Chrome Superfractor Autographs 1/1,2022,1,0,–,0,0,0,0,0,0,1,3,1,6
1376,Topps Transcendent Collection Transcendent Icons,2022,0,0,–,0,0,0,0,0,3,31,63,36,133
1377,Topps Transcendent Collection Transcendent Icons Gold Deco Autographs 1/1,2022,1,0,–,0,0,0,0,1,0,0,2,0,4
1378,Topps Transcendent VIP Party,2022,0,0,–,0,0,0,0,0,1,10,47,68,126
1379,Topps Transcendent VIP Party Autographs,2022,1,0,–,0,0,0,0,0,0,1,22,16,40
1380,Topps Transcendent VIP Party Juan Soto Autograph,2022,2,0,–,0,0,0,0,0,0,0,4,0,6
1381,Topps Transcendent VIP Party Juan Soto Through the Years,2022,0,0,–,0,0,0,0,0,0,10,35,69,114
1382,Topps Transcendent VIP Party Juan Soto Through the Years Relic 1/1,2022,0,0,–,0,0,0,0,0,0,1,1,0,2
1383,Topps Transcendent VIP Party Ronald Acuna Jr. Through the Years,2022,0,0,–,0,0,0,0,2,0,7,43,60,112
1384,Topps Transcendent VIP Party Ronald Acuna Jr. Through the Years Relics 1/1,2022,0,0,–,0,0,0,0,0,0,0,2,0,2
1385,Topps Transcendent VIP Party Through the Years,2022,0,0,–,0,0,0,0,0,1,3,7,10,21
1386,Topps Tribute,2022,0,0,–,0,0,1,1,1,4,41,99,14,161
1387,Topps Tribute Autograph Patches,2022,0,0,–,0,0,0,0,1,5,20,8,1,35
1388,Topps Tribute Dual Relics,2022,0,0,–,0,0,0,0,0,2,11,15,1,29
1389,Topps Tribute Dual Relics Dual Player,2022,0,0,–,0,0,0,2,2,6,23,20,4,57
1390,Topps Tribute Iconic Perspectives Autographs,2022,3,0,–,0,0,0,0,1,6,17,35,2,64
1391,Topps Tribute League Inauguration Autographs,2022,0,0,–,0,0,0,0,0,0,8,29,9,46
1392,Topps Tribute Milestone Relics,2022,0,0,–,0,0,0,0,0,0,4,1,0,5
1393,Topps Tribute Prime Patch Autograph Relics,2022,1,0,–,0,0,0,1,1,0,0,0,0,3
1394,Topps Tribute Solid Gold Greats Autographs,2022,1,0,–,0,0,1,0,1,1,14,90,54,162
1395,Topps Tribute Stamp of Approval Relics,2022,0,0,–,0,0,0,0,1,0,11,24,2,38
1396,Topps Tribute to 1953 Box Topper 1/1,2022,0,0,–,0,0,0,0,0,0,1,0,0,1
1397,Topps Tribute Tribute Autographs,2022,12,0,–,0,0,0,2,0,8,50,185,13,270
1398,Topps Tribute Tribute Career Achievement Award Continuity Autographs,2022,0,0,–,0,0,0,0,0,0,1,0,0,1
1399,Topps Tribute Tribute Stadium Signatures,2022,0,0,–,0,0,0,0,0,4,17,5,0,26
1400,Topps Tribute Tribute to Mvps Autographs,2022,4,0,–,0,0,0,0,0,1,17,18,0,40
1401,Topps Tribute Tribute to World Series Mvps Autographs,2022,1,0,–,0,0,0,0,0,2,18,15,0,36
1402,Topps Tribute Tribute Triple Relics,2022,0,0,–,0,0,0,0,3,4,25,42,4,78
1403,Topps Triple Threads,2022,2,0,–,0,0,2,9,33,126,412,323,40,947
1404,Topps Triple Threads All-Star Nike Logo Patch,2022,0,0,–,0,0,0,0,0,0,0,1,0,1
1405,Topps Triple Threads All-Star Patches,2022,0,0,–,0,0,0,0,0,0,3,4,1,8
1406,Topps Triple Threads Autograph Relic Combos,2022,3,0,–,0,0,0,0,0,4,18,57,34,116
1407,Topps Triple Threads Autograph Relics,2022,10,0,–,0,1,0,1,8,6,41,167,137,371
1408,Topps Triple Threads Autograph Single Jumbo Relics,2022,1,0,–,0,0,1,1,7,7,28,62,57,164
1409,Topps Triple Threads Autographed Relics,2022,0,0,–,0,0,0,0,0,0,2,5,0,7
1410,Topps Triple Threads Common Threads Three-Player Triple Auto Relics,2022,0,0,–,0,0,0,0,0,1,2,10,2,15
1411,Topps Triple Threads Common Threads Three-Player Triple Relics,2022,0,0,–,0,0,0,0,1,1,3,12,5,22
1412,Topps Triple Threads Cut Above Cut Signature,2022,1,0,–,0,0,0,0,1,0,0,2,0,4
1413,Topps Triple Threads Manufacturer Logo Relics,2022,0,0,–,0,0,0,0,0,0,0,1,3,4
1414,Topps Triple Threads Relics,2022,0,0,–,0,0,0,1,3,9,52,154,51,270
1415,Topps Triple Threads Relics Combos,2022,0,0,–,0,0,1,0,1,1,17,67,103,190
1416,Topps Triple Threads Relics Legends,2022,0,0,–,0,0,0,0,1,0,6,24,7,38
1417,Topps Triple Threads Rookie Autographs,2022,6,0,–,0,0,1,0,10,27,56,149,83,332
1418,Topps Triple Threads Rookies and Future Phenoms Autograph Relics,2022,5,0,–,0,0,0,0,1,4,36,118,44,208
1419,Topps Triple Threads Single Jumbo Relics,2022,1,0,–,0,0,1,6,4,6,35,75,51,179
1420,Topps Triple Threads Touch 'EM All Three-Player Triple Autograph Relics,2022,1,0,–,0,0,0,0,0,0,0,3,0,4
1421,Topps Triple Threads Touch 'EM All Three-Player Triple Relics,2022,0,0,–,0,0,0,0,0,1,0,1,0,2
1422,Topps Triple Threads Triple Threads Relics Legends,2022,1,0,–,0,0,0,0,0,0,3,2,2,8
1423,Topps UK Edition,2022,0,0,–,0,1,0,2,14,21,75,284,627,"1,024"
1424,Topps UK Edition 1997-98 Merlin's Premier Gold Redux,2022,0,0,–,0,0,0,2,1,9,18,50,44,124
1425,Topps UK Edition British Royal Family,2022,0,0,–,0,0,0,0,0,1,1,6,3,11
1426,Topps UK Edition Career Year,2022,0,0,–,0,0,0,0,0,0,2,2,13,17
1427,Topps UK Edition Significant Statistics,2022,0,0,–,0,0,0,0,0,0,0,5,1,6
1428,Topps UK Edition Superstars Autographs,2022,0,0,–,0,0,0,0,1,3,10,26,18,58
1429,Topps Update,2022,60,1,–,0,0,3,34,143,274,"2,285","14,575","22,672","40,047"
1430,Topps Update 1987 Topps Baseball,2022,1,0,–,0,0,0,8,7,17,205,"1,467","1,955","3,660"
1431,Topps Update 1987 Topps Baseball Autographs,2022,3,0,–,0,0,0,1,5,12,66,234,208,529
1432,Topps Update All-Star Stitches Autographs,2022,0,0,–,0,0,0,0,0,1,0,0,0,1
1433,Topps Update All-Star Stitches Dual Autographs,2022,0,0,–,0,0,0,0,0,0,1,0,0,1
1434,Topps Update All-Star Stitches Dual Relics,2022,0,0,–,0,0,0,0,0,0,4,1,0,5
1435,Topps Update All-Star Stitches Jumbo Patch Autographs,2022,0,0,–,0,0,0,0,0,0,1,0,0,1
1436,Topps Update All-Star Stitches Jumbo Relics,2022,0,0,–,0,0,0,0,1,1,0,0,0,2
1437,Topps Update All-Star Stitches Relics,2022,1,0,–,0,0,0,2,1,6,33,33,4,80
1438,Topps Update All-Star Stitches Triple Relics,2022,0,0,–,0,0,0,0,0,0,1,0,0,1
1439,Topps Update Baseball Stars Autographs,2022,0,0,–,0,0,0,0,0,0,7,0,0,7
1440,Topps Update Black Gold,2022,0,0,–,0,2,0,9,31,118,868,"2,034",429,"3,491"
1441,Topps Update Commemorative Batting Relic Manufactured Relics,2022,0,0,–,0,0,0,0,5,9,14,5,0,33
1442,Topps Update Commemorative Special Event Patch Manufactured Relics,2022,3,0,–,0,0,0,0,6,18,40,18,1,86
1443,Topps Update Major League Material Autograph,2022,0,0,–,0,0,0,0,0,0,0,2,2,4
1444,Topps Update Major League Material Relics,2022,0,0,–,0,0,1,3,7,7,20,71,113,222
1445,Topps Update MLB All-Star Game,2022,4,0,–,0,0,0,1,8,33,110,377,764,"1,297"
1446,Topps Update Oversized Rookie Reprint Box Loaders,2022,1,0,–,0,0,0,1,1,3,2,5,2,15
1447,Topps Update Own the Name Nameplate Letter Relics,2022,1,0,–,0,0,0,0,0,0,0,5,3,9
1448,Topps Update Paragons of the Postseason,2022,0,0,–,0,0,0,1,0,3,18,14,1,37
1449,Topps Update Topps Reverence Autograph Patch,2022,0,0,–,0,0,0,0,2,4,3,0,0,9
1450,Topps Welcome to the Show,2022,0,0,–,0,0,0,0,2,3,21,79,113,218
1451,Topps World Series Champion Autographs,2022,0,0,–,0,0,0,0,3,3,5,2,0,13
1452,Topps World Series Champion Relics,2022,0,0,–,0,0,0,1,1,2,1,0,0,5
1453,Topps X Aaron Judge,2022,1,0,–,0,0,0,0,0,4,13,106,112,236
1454,Topps X Aaron Judge on-Card Autographs,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
1455,Topps X Aaron Judge Sticker Autograph,2022,0,0,–,0,0,0,0,0,0,1,25,6,32
1456,Topps X Bobby Witt Jr. Crown Collection,2022,1,0,–,0,0,0,1,6,7,102,387,563,"1,067"
1457,Topps X Bobby Witt Jr. Crown Collection Autographs,2022,1,0,–,0,0,0,0,0,1,2,24,39,67
1458,Topps X Bobby Witt Jr. Crown Collection Bigger in Texas Die-Cut,2022,0,0,–,0,0,0,0,0,0,4,12,39,55
1459,Topps X Derek Jeter: Call of the Captain,2022,0,0,–,0,0,0,0,1,4,22,138,263,428
1460,Topps X Derek Jeter: Call of the Captain 22 Years of Topps Autographs,2022,1,0,–,0,0,0,0,0,0,2,13,5,21
1461,Topps X Derek Jeter: Call of the Captain 22 Years of Topps Foilboard,2022,0,0,–,0,0,0,0,0,16,55,37,0,108
1462,Topps X Derek Jeter: Call of the Captain Captain's Quest Relics,2022,0,0,–,0,0,0,0,1,5,23,21,12,62
1463,Topps X Derek Jeter: Call of the Captain Relics,2022,0,0,–,0,0,0,1,0,3,10,23,10,47
1464,Topps X Juan Soto,2022,0,0,–,0,0,0,0,0,4,21,154,214,393
1465,Topps X Juan Soto on-Card Autographs,2022,0,0,–,0,0,0,0,0,1,5,20,8,34
1466,Topps X Lauren Taylor,2022,1,0,–,0,0,1,0,1,10,66,378,365,822
1467,Topps X Lauren Taylor Autographs,2022,1,0,–,0,0,0,0,0,1,5,23,21,51
1468,Topps X Lauren Taylor Self-Portrait,2022,0,0,–,0,0,0,0,0,0,1,4,4,9
1469,Topps X Lauren Taylor Self-Portrait Autograph,2022,0,0,–,0,0,0,0,0,0,0,3,7,10
1470,Topps X Mlbpa Exclusive,2022,3,0,–,0,1,0,1,2,8,9,119,153,296
1471,Topps X Naturel 1952,2022,0,0,–,0,0,0,0,1,4,50,309,238,602
1472,Topps X Naturel 1952 Artist Set,2022,0,0,–,0,0,0,0,0,0,3,4,11,18
1473,Topps X Naturel 1952 Complexcon,2022,0,0,–,0,0,0,0,0,0,2,1,4,7
1474,Topps X Naturel 1952 Encased Art Cards,2022,0,0,–,0,0,0,0,1,4,10,65,53,133
1475,Topps X Sony MLB the Show,2022,0,0,–,0,0,0,0,0,0,2,4,7,13
1476,Topps X Spotlight 70 II By Andy Friedman,2022,3,0,–,0,0,0,0,0,7,19,34,12,75
1477,Topps X Spotlight 70 II By Andy Friedman Rookie,2022,0,0,–,0,0,0,0,0,0,4,13,5,22
1478,Topps X Spotlight 70 II By Andy Friedman Short Print,2022,6,0,–,0,0,0,0,0,0,0,0,0,6
1479,Topps X Spotlight 70 II By Andy Friedman Twilight,2022,0,0,–,0,0,0,0,0,0,1,3,2,6
1480,Topps X Steve Aoki Baseball Party,2022,0,0,–,0,0,0,0,2,15,76,159,134,386
1481,Topps X Steve Aoki Baseball Party Autographs,2022,0,0,–,0,0,0,1,0,1,17,68,19,106
1482,Topps X Steve Aoki Baseball Party Bushido,2022,0,0,–,0,0,0,0,0,1,2,37,13,53
1483,Topps X Steve Aoki Baseball Party Steve Aoki Autographs,2022,0,0,–,0,0,0,0,0,1,0,7,1,9
1484,Topps X Wander Franco,2022,0,0,–,0,0,0,2,1,5,32,138,340,518
1485,Topps X Wander Franco on-Card Autographs,2022,2,0,–,0,0,0,0,0,0,4,26,39,71
1486,Topps X Wander Franco Sticker Autographs,2022,1,0,–,0,0,0,0,1,1,7,34,40,84
1487,Used Ball Series Tokyo Yakult Swallows Special Card,2022,0,0,–,0,0,0,0,0,0,0,0,1,1
1488,Via Doosan LG Jamsil Rival Big League Auto,2022,0,0,–,0,0,0,0,0,0,0,1,2,3
1489,Via Doosan LG Jamsil Rival Fire Auto,2022,0,0,–,0,0,0,0,0,0,0,0,2,2
1490,Via Doosan LG Jamsil Rival Legendary Auto,2022,0,0,–,0,0,0,0,0,0,0,1,1,2
1491,Via Doosan LG Jamsil Rival Rainbow Signatures,2022,0,0,–,0,0,0,0,0,0,1,1,1,3
1492,Via Doosan LG Jamsil Rival Winning Games Auto,2022,0,0,–,0,0,0,0,0,0,0,2,2,4
