,Set Name,Year,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10
291,Polo Grounds Game,1914-01-01,4,2,–,8,13,54,110,124,209,258,252,48
292,T213 Coupon Cigs. Type 2,1914-01-01,84,611,–,352,190,100,23,1,0,0,0,0
293,T222 Fatima,1914-01-01,22,167,–,152,64,56,48,3,1,0,0,0
294,Texas Tommy Type 1,1914-01-01,3,14,–,3,1,2,0,0,0,0,0,0
295,Tim J. Jordan Card Game,1914-01-01,0,0,–,0,0,11,15,6,13,26,4,0
296,Boston Braves Team Postcard,1915-01-01,1,0,–,0,0,0,0,0,0,0,0,0
297,Boston Red Sox Postcard,1915-01-01,0,0,–,0,1,1,0,1,0,0,0,0
298,Cracker Jack,1915-01-01,257,799,–,"1,639","1,350","1,359","1,582","1,301","1,801","2,289",317,4
299,D303 General Baking Co.,1915-01-01,7,21,–,17,6,4,0,0,0,0,0,0
300,E106 American Caramel,1915-01-01,35,129,–,98,82,46,9,4,0,0,0,0
301,Mason Bros. & Co. Post Card,1915-01-01,1,0,–,0,0,0,0,0,0,0,0,0
302,Postaco Stamps,1915-01-01,0,1,–,7,2,5,12,9,7,5,1,0
303,Standard Biscuit,1915-01-01,1,1,–,0,0,0,2,0,0,0,0,0
304,T214 Victory Tobacco,1915-01-01,1,17,–,7,0,2,0,1,0,0,0,0
305,W-UNC Strip Cards,1915-01-01,0,2,–,3,0,0,0,0,0,0,0,0
306,Altoona Tribune,1916-01-01,0,4,–,3,4,7,2,2,0,0,0,0
307,Block & Kuhl Co.,1916-01-01,0,0,–,3,6,4,0,0,0,0,0,0
308,Burgess-Nash Co.,1916-01-01,0,4,–,3,1,0,0,0,0,0,0,0
309,D329 Weil Baking,1916-01-01,1,15,–,30,32,14,3,0,2,0,0,0
310,D381 Ferguson Bread,1916-01-01,5,3,–,1,0,0,0,0,0,0,0,0
311,D381 Fleischmann Bakery,1916-01-01,30,28,–,19,8,1,1,0,0,0,0,0
312,Famous & Barr Co.,1916-01-01,2,15,–,41,37,59,126,208,102,23,1,0
313,H801-9 the Globe Clothing,1916-01-01,0,6,–,3,5,19,27,20,17,10,0,0
314,Herpolsheimer Co.,1916-01-01,0,1,–,14,18,24,11,27,18,4,1,0
315,Holmes to Homes Bread,1916-01-01,0,12,–,1,0,0,0,0,0,0,0,0
316,Indianapolis Brewing Co.,1916-01-01,3,4,–,4,22,74,60,7,0,0,0,0
317,M101-4 Everybody's,1916-01-01,0,0,–,0,0,0,0,1,0,0,0,0
318,M101-4 Famous & Barr Co.,1916-01-01,0,0,–,0,1,0,0,0,1,0,0,0
319,M101-4 Gimbels,1916-01-01,0,1,–,4,4,11,24,12,8,2,0,0
320,M101-4 Green-Joyce,1916-01-01,0,1,–,4,16,2,0,0,2,0,0,0
321,M101-4 Mall Theatre,1916-01-01,0,0,–,2,0,0,0,0,0,0,0,0
322,M101-4 Sporting News,1916-01-01,43,35,–,136,433,451,499,582,476,216,3,0
323,M101-4 Standard Biscuit,1916-01-01,0,2,–,0,0,0,0,0,0,0,0,0
324,M101-5 Sporting News,1916-01-01,9,12,–,45,32,95,131,144,191,236,33,0
325,M101-5 Successful Farming,1916-01-01,2,0,–,3,2,0,0,0,0,0,0,0
326,Morehouse Baking,1916-01-01,0,1,–,3,0,12,3,2,0,0,0,0
327,Mothers' Bread (D303),1916-01-01,0,4,–,1,6,1,0,0,0,0,0,0
328,Standard Biscuit,1916-01-01,6,11,–,8,8,13,12,7,1,0,0,0
329,Tango Eggs,1916-01-01,15,1,–,11,11,24,46,76,79,51,0,0
330,Ware's,1916-01-01,0,0,–,2,4,4,2,0,0,0,0,0
331,W-UNC Big Head Hand Cut,1916-01-01,87,12,–,8,9,9,4,6,3,1,0,0
332,Boston Store,1917-01-01,10,20,–,35,45,54,53,68,49,8,0,0
333,Collins-McCarthy,1917-01-01,30,65,–,78,71,58,65,73,26,5,0,0
334,D328 Weil Baking Co.,1917-01-01,2,2,–,1,1,3,1,0,0,0,0,0
335,Standard Biscuit,1917-01-01,0,2,–,6,3,5,11,5,2,0,0,0
336,T.Norpoth Baseball Playing Cards,1917-01-01,0,0,–,0,0,0,0,0,0,2,61,33
337,Youth's Companion Stamps,1917-01-01,0,0,–,0,2,0,2,2,0,2,1,0
338,Felix Mendelsohn,1917-01-01,4,13,–,11,15,20,2,1,0,0,0,0
339,Cincinnati Reds Postcards,1919-01-01,0,8,–,19,22,28,19,4,1,0,0,0
340,Sporting News Supplements M101-6,1919-01-01,0,0,–,1,1,1,0,0,0,0,0,0
341,Success Postal Card Co. Postcard,1919-01-01,2,0,–,1,0,0,0,0,0,0,0,0
342,T213 Coupon Cigs. Type 3,1919-01-01,15,29,–,36,26,48,24,15,25,24,13,0
343,T213 Coupon Cigs.Type 3 Factory 8 Overprint,1919-01-01,0,2,–,0,0,0,2,0,0,0,0,0
344,W514,1919-01-01,"1,353",148,–,250,240,267,154,95,124,141,58,2
345,W552 Baseball Positions Drawings,1919-01-01,4,1,–,5,3,4,2,1,8,10,2,0
346,"""Headin Home""",1920-01-01,3,0,–,1,1,0,0,0,0,0,0,0
347,Babe Ruth Underwear Premium Photo,1920-01-01,0,1,–,0,0,0,0,0,0,0,0,0
348,Babe Ruth-Headin' Home Movie Teaser Cards,1920-01-01,0,0,–,0,0,0,1,0,2,0,0,0
349,D350-1 Standard Baking,1920-01-01,0,0,–,0,0,0,0,1,0,0,0,0
350,Holsum Bread,1920-01-01,0,1,–,0,0,1,0,0,0,0,0,0
351,Mrs. Sherlock's Bread Pins,1920-01-01,2,0,–,1,3,8,25,67,32,31,8,0
352,Special Tour Ad Card Babe Ruth/Carl Mays Stars,1920-01-01,0,0,–,0,0,0,0,0,0,0,0,0
353,Tex Rickard Babe Ruth Headin' Home,1920-01-01,1,0,–,3,0,0,0,0,0,0,0,0
354,W516-1,1920-01-01,675,36,–,30,35,43,20,18,1,2,0,0
355,W516-1-2,1920-01-01,70,3,–,3,9,5,0,0,0,0,0,0
356,W519 Numbered Type 1,1920-01-01,111,9,–,4,4,1,0,2,0,0,0,0
357,W519 Numbered Type 2,1920-01-01,13,0,–,1,0,0,0,0,0,0,0,0
358,W519-Unnumbered,1920-01-01,279,8,–,3,4,4,2,2,0,0,0,0
359,W520,1920-01-01,76,3,–,6,5,3,4,3,0,0,0,0
360,W522,1920-01-01,69,3,–,2,9,8,3,1,0,0,0,0
361,Mother's Bread,1920-01-01,8,0,–,2,2,0,0,0,0,0,0,0
362,Asahina Sporting Goods Postcards,1921-01-01,0,0,–,0,0,0,0,0,0,0,0,0
363,Baltimore Orioles Tip Top,1921-01-01,1,5,–,3,4,0,0,0,0,0,0,0
364,Clark's Bread,1921-01-01,0,1,–,4,4,1,3,0,0,0,0,0
365,D381-2 Clark's Bread,1921-01-01,0,0,–,1,0,0,0,0,0,0,0,0
366,Dunc Gassler Bread,1921-01-01,0,0,–,1,0,0,0,0,0,0,0,0
367,E121 American Caramel Series of 80,1921-01-01,68,124,–,363,322,443,277,154,62,21,0,0
368,E126 American Caramel Series of 60,1921-01-01,0,1,–,0,0,2,0,0,0,0,0,0
369,E220 National Caramel,1921-01-01,70,110,–,144,106,66,18,2,1,0,0,0
370,E253 Oxford Confectionery,1921-01-01,36,69,–,68,59,46,33,21,7,2,0,0
371,Exhibits,1921-01-01,57,79,–,117,198,378,426,182,45,3,0,0
372,Herpolsheimer's,1921-01-01,2,0,–,1,0,0,2,7,1,0,0,0
373,Holsum Bread,1921-01-01,0,10,–,19,23,12,8,0,0,0,0,0
374,Koester Bread N.Y. Giants/N.Y. Yankees,1921-01-01,7,7,–,19,8,4,1,2,0,0,0,0
375,Mrs. Sherlock's Bread Pins,1921-01-01,0,0,–,0,2,6,8,4,2,2,1,0
376,Pathe Freres Phonograph Co.,1921-01-01,1,1,–,1,1,1,0,0,0,0,0,0
377,Queen City Cigar,1921-01-01,0,2,–,0,0,0,0,0,0,0,0,0
378,Schapira Bros. Babe Ruth-Hand Cut,1921-01-01,94,3,–,13,7,9,6,2,0,0,0,0
379,Shotwell,1921-01-01,0,0,–,0,1,0,0,0,0,0,0,0
380,Standard Biscuit,1921-01-01,0,5,–,7,7,3,2,0,1,0,0,0
381,W516-2-1,1921-01-01,147,5,–,8,20,21,8,6,3,2,2,0
382,W516-2-2,1921-01-01,371,10,–,11,8,11,18,13,5,14,4,0
383,W516-2-3,1921-01-01,15,1,–,0,0,1,0,0,1,0,0,0
384,W521,1921-01-01,31,3,–,1,2,0,0,0,0,0,0,0
385,W575,1921-01-01,0,1,–,0,0,0,0,1,0,0,0,0
386,W9316,1921-01-01,33,1,–,0,1,0,0,1,0,0,0,0
387,Wool's American-Maid Bread-Hand Cut(No Longer Grade/Authentic),1921-01-01,1,0,–,1,0,1,0,0,0,0,0,0
388,Schapira Bros. Big Show Candy,1921-01-01,2,0,–,0,0,0,0,0,0,0,0,0
389,D-UNC,1922-01-01,0,1,–,0,0,0,0,0,0,0,0,0
390,E120 American Caramel,1922-01-01,149,540,–,655,543,843,562,228,71,13,0,0
391,E121 American Caramel Series of 120,1922-01-01,79,382,–,414,474,434,183,72,22,7,11,0
392,E122 American Caramel Series of 80,1922-01-01,6,13,–,35,26,34,13,1,0,0,0,0
393,Eastern Exhibit,1922-01-01,7,3,–,13,17,57,88,52,8,3,0,0
394,Exhibits,1922-01-01,24,42,–,51,115,256,214,108,32,3,0,0
395,Gassler's American-Maid Bread,1922-01-01,0,1,–,1,0,0,0,0,0,0,0,0
396,Haffner's Big-Tayto-Loaf Bread,1922-01-01,0,1,–,1,3,1,0,0,0,0,0,0
397,Leader Theatre Hand Cut,1922-01-01,4,0,–,0,0,0,0,0,0,0,0,0
398,Lou Gertenrich,1922-01-01,1,3,–,2,1,1,0,0,0,0,0,0
399,Mrs. Sherlock's Bread Pins,1922-01-01,1,0,–,0,0,4,11,6,5,8,2,0
400,Neilson's Chocolate Type I,1922-01-01,9,96,–,122,158,155,43,12,2,0,0,0
401,Neilson's Chocolate Type I I,1922-01-01,3,92,–,159,115,191,131,54,31,0,0,0
402,T231 Fans Cigarettes,1922-01-01,2,0,–,0,0,0,0,0,0,0,0,0
403,W501,1922-01-01,38,1,–,6,9,34,28,20,12,5,0,0
404,W503,1922-01-01,9,4,–,5,1,2,1,0,0,0,0,0
405,W573,1922-01-01,247,14,–,34,25,20,7,12,12,1,0,0
406,W573 Cafe Du Monde Hand Cut,1922-01-01,0,0,–,0,0,0,0,0,0,1,0,0
407,W575-1,1922-01-01,54,17,–,27,30,38,17,7,2,1,0,0
408,W575-1 H.Johnson Wholesale Confectioner,1922-01-01,14,7,–,10,12,9,6,8,1,0,0,0
409,W575-1 Keating Candy,1922-01-01,5,0,–,0,0,0,0,0,0,0,0,0
410,W575-2,1922-01-01,13,31,–,53,59,66,52,9,1,0,0,0
411,Witmor Candy Co. Series of 80,1922-01-01,3,11,–,5,1,2,0,0,0,0,0,0
412,WM. Paterson,1922-01-01,1,11,–,3,6,6,12,24,5,0,0,0
413,E123 Curtis Ireland Candy,1923-01-01,1,3,–,6,4,11,5,0,0,0,0,0
414,Fleer,1923-01-01,3,1,–,0,1,1,0,0,0,0,0,0
415,German Baseball Transfers,1923-01-01,17,19,–,10,3,24,33,51,36,39,6,0
416,Lections,1923-01-01,12,9,–,2,0,3,4,2,1,0,0,0
417,W515-1,1923-01-01,857,38,–,72,55,89,106,87,72,66,24,1
418,W515-2,1923-01-01,350,15,–,30,30,17,13,6,3,1,0,0
419,W572,1923-01-01,333,14,–,46,41,80,67,57,28,5,2,0
420,WG7 Walter Mails Card Game,1923-01-01,4,0,–,2,3,18,28,12,35,153,20,0
421,Willard Chocolate,1923-01-01,28,27,–,89,76,86,107,84,91,39,0,0
422,Billiken,1923-01-01,5,16,–,15,28,16,7,4,0,0,0,0
423,Exhibits,1923-01-01,9,36,–,42,61,124,62,9,2,0,0,0
424,La Moda,1923-01-01,1,0,–,1,0,0,0,0,0,0,0,0
425,Tomas Gutierrez,1923-01-01,2,5,–,7,21,10,12,2,1,0,0,0
426,Aguilitas Cigars Second Series,1924-01-01,2,9,–,22,9,12,9,2,2,0,0,0
427,Diaz Cigarettes,1924-01-01,6,18,–,3,2,5,3,0,0,0,0,0
428,Mrs. Sherlock's Bread Pins,1924-01-01,2,0,–,6,2,8,31,68,37,34,12,0
429,Oakland Tribune,1924-01-01,1,0,–,0,0,0,0,0,0,0,0,0
430,Anonymous Postcards,1925-01-01,0,0,–,0,0,1,0,0,0,0,0,0
431,Exhibits,1925-01-01,21,49,–,91,201,361,101,13,1,0,0,0
432,Holland Creameries,1925-01-01,1,13,–,4,4,2,1,0,0,0,0,0
433,Kant Novelty Co. for Sheriff J.Honus Wagner Pin,1925-01-01,0,0,–,0,0,0,0,0,0,1,0,0
434,Maple Crispette,1925-01-01,6,49,–,66,50,79,40,18,10,2,0,0
435,Universal Toy & Novelty Brooklyn Dodgers Hand Cut,1925-01-01,28,2,–,0,3,3,2,1,2,0,0,0
436,Universal Toy & Novelty N.Y. Yankees Hand Cut,1925-01-01,2,1,–,0,1,0,0,1,0,0,0,0
437,Universal Toy & Novelty New York Giants Hand Cut,1925-01-01,2,0,–,0,0,0,0,0,0,0,0,0
438,Universal Toy & Novelty Washington Senators Hand Cut,1925-01-01,2,0,–,0,0,0,0,0,0,0,0,0
439,Aguiltas Cigars Second Series,1926-01-01,0,3,–,45,1,2,0,0,0,0,0,0
440,Exhibits,1926-01-01,27,22,–,57,90,119,97,6,0,0,0,0
441,Kut Outs Giants/Yankees Die-Cuts,1926-01-01,1,1,–,0,0,1,1,0,0,0,0,0
442,Process Photo Studios Real Photo Postcard,1926-01-01,0,0,–,0,0,1,0,0,0,0,0,0
443,W511 Hand Cut,1926-01-01,51,2,–,0,3,1,1,0,0,0,0,0
444,W512 Hand Cut,1926-01-01,604,41,–,83,47,63,49,40,40,45,15,0
445,Exhibits Postcard Back,1926-01-01,47,83,–,104,146,243,216,70,10,2,0,0
446,Exhibits Postcard Back 4-on-1,1926-01-01,3,0,–,1,2,2,0,0,0,0,0,0
447,E126 American Caramel Series of 60,1927-01-01,8,54,–,121,96,50,5,1,0,1,0,0
448,E210 York Caramel Type 1,1927-01-01,16,149,–,287,191,177,118,79,21,3,0,0
449,E210 York Caramel Type 2,1927-01-01,4,63,–,47,18,32,25,7,1,0,0,0
450,Exhibits (Green Tint),1927-01-01,21,35,–,44,94,191,125,30,7,1,0,0
451,Honey Boy,1927-01-01,3,21,–,6,6,6,9,2,5,1,0,0
452,Middy Bread Browns/Cardinals Die-Cuts,1927-01-01,1,1,–,0,0,0,0,0,0,0,0,0
453,Rinkeydink Stamps Hand Cut,1927-01-01,11,3,–,2,3,3,2,4,6,5,2,0
454,Sporting News Supplements M101-7,1927-01-01,2,3,–,2,0,0,0,0,0,0,0,0
455,W560 Hand Cut,1927-01-01,495,24,–,59,49,61,71,68,58,67,99,16
456,Mallorquina,1927-01-01,0,1,–,5,3,0,0,0,0,0,0,0
457,Block Brothers St.Louis Cardinals Postcard,1928-01-01,0,0,–,0,1,0,4,2,2,0,0,0
458,Exhibits,1928-01-01,43,45,–,91,121,191,172,37,1,1,0,0
459,Fro-Joy Babe Ruth (No Longer Grading),1928-01-01,0,3,–,6,21,16,19,18,10,2,0,0
460,G.Ruth Candy Co. (No Longer Grading),1928-01-01,0,1,–,3,6,7,7,12,6,0,0,0
461,Greiners Bread,1928-01-01,0,1,–,5,0,2,0,0,0,0,0,0
462,Harrington's Ice Cream,1928-01-01,5,23,–,79,38,60,24,19,1,1,0,0
463,Star Player Candy,1928-01-01,13,4,–,6,4,1,2,0,0,0,0,0
464,Sweetman Co.,1928-01-01,0,6,–,12,12,6,0,0,0,0,0,0
465,Tabacalera La Morena,1928-01-01,1,1,–,0,1,6,5,3,0,0,0,0
466,Tharp's Ice Cream,1928-01-01,8,59,–,59,20,33,18,16,1,0,0,0
467,W502,1928-01-01,32,22,–,72,37,79,80,66,53,7,0,0
468,W513 Hand Cut,1928-01-01,251,4,–,12,13,22,29,38,93,113,24,0
469,W565,1928-01-01,36,0,–,6,10,22,24,70,89,71,25,1
470,Yuengling's Ice Cream,1928-01-01,58,55,–,161,78,80,70,55,104,71,0,0
471,Manhattan Postcard Co.,1928-01-01,0,0,–,0,1,0,2,0,0,0,0,0
472,Bromides Jbr 67 King Magazine,1929-01-01,2,1,–,1,3,3,2,4,2,0,0,0
473,Exhibits Star Picture Stamps(No Longer Grading),1929-01-01,0,2,–,3,0,2,1,1,1,0,0,0
474,Home Run King Japanese Promotional Flyer,1929-01-01,0,0,–,0,1,0,0,0,0,0,0,0
475,Leader Novelty Candy Co.,1929-01-01,8,1,–,8,7,14,5,0,0,0,0,0
476,Lindy Theatre Athletics Souvenir Photos,1929-01-01,0,0,–,0,0,0,0,0,0,0,0,0
477,Menko JCM168 Baseball Back,1929-01-01,0,0,–,1,0,0,0,0,0,0,0,0
478,Menko JCM46 Nichieido Seika B&W Photo Bookmark,1929-01-01,0,0,–,0,0,0,1,0,1,0,0,0
479,Nichieido Seika,1929-01-01,1,0,–,3,11,20,34,29,27,47,16,0
480,R315,1929-01-01,50,6,–,22,20,66,78,65,57,23,4,0
481,R316 5 X 7 Photos,1929-01-01,1,1,–,1,2,7,5,4,0,0,0,0
482,R316 Kashin Publications,1929-01-01,37,57,–,182,104,345,440,422,265,109,2,0
483,Shonen Club Postcard,1929-01-01,9,0,–,7,10,21,18,16,4,0,0,0
484,Star Player Candy,1929-01-01,1,8,–,3,0,0,3,1,0,0,0,0
485,W553 Hand Cut,1929-01-01,33,3,–,1,3,12,3,2,0,0,0,0
486,Exhibits 4 on 1,1929-01-01,8,7,–,22,55,114,121,30,1,0,0,0
487,Baguer Chocolate,1930-01-01,22,18,–,137,5,13,35,20,5,1,0,0
488,Blue Ribbon Malt Chicago Cubs Hand Cut,1930-01-01,0,3,–,1,1,0,0,0,0,0,0,0
489,Blue Ribbon Malt Chicago White Sox Hand Cut,1930-01-01,3,0,–,0,0,0,0,0,0,0,0,0
490,Blue Ribbon Malt Premiums Chicago Cubs,1930-01-01,0,1,–,0,0,0,0,0,0,0,0,0
491,Chicago Evening American Pins,1930-01-01,0,0,–,0,0,2,2,1,0,0,0,0
492,Cracker Jack Pins,1930-01-01,1,4,–,32,55,135,280,366,264,85,5,0
493,JBR32 Marui Small Sepia,1930-01-01,0,0,–,0,0,0,1,0,2,0,0,0
494,Menko JRM42 Realistic Drawing,1930-01-01,0,0,–,0,0,0,1,0,0,0,0,0
495,Orient Theatre Philadelphia,1930-01-01,0,2,–,0,0,0,0,0,0,0,0,0
496,Post Cereal Hand Cut,1930-01-01,1,0,–,2,0,2,3,0,1,1,2,0
497,Underwood & Underwood Postcard,1930-01-01,1,0,–,0,0,0,0,0,0,0,0,0
498,W554 Hand Cut,1930-01-01,9,10,–,12,14,8,4,1,0,0,0,0
499,Harrison Studio Homestead Grays Postcards,1930-01-01,0,0,–,0,0,0,1,0,0,0,0,0
500,Yankee Stadium Haberman's Postcard,1930-01-01,1,0,–,0,0,0,0,0,0,0,0,0
501,Tichnor Bros. Post Card,1930-01-01,0,0,–,1,0,0,0,0,0,0,0,0
502,Manhattan Post Card Co.,,0,0,–,0,0,0,0,0,0,0,0,0
503,Blue Ribbon Malt,1931-01-01,0,1,–,0,0,0,0,0,0,0,0,0
504,Chicago Cubs Picture Pack,1931-01-01,0,0,–,0,3,1,0,0,0,0,0,0
505,"Cigarrera Bigott ""N561""",1931-01-01,3,1,–,0,0,0,0,0,0,0,0,0
506,Exhibits Babe Ruth 1931-1932,1931-01-01,1,0,–,0,1,4,1,0,0,0,0,0
507,Metropolitan Studios St. Louis Cardinals,1931-01-01,0,0,–,1,5,15,3,0,0,0,0,0
508,PA 23A Menko Round Large,1931-01-01,0,1,–,0,0,0,0,0,0,0,0,0
509,PA 23B Menko Round,1931-01-01,1,0,–,1,0,0,0,0,0,0,0,0
510,Sporting News US Tour of Japan Team,1931-01-01,0,1,–,0,0,0,1,0,1,0,0,0
511,Standard Biscuit,1931-01-01,0,0,–,0,0,1,0,0,0,0,0,0
512,W502,1931-01-01,24,3,–,9,5,23,26,33,4,1,0,0
513,W517,1931-01-01,305,68,–,99,120,199,130,146,137,126,37,0
514,W517 Mini Hand Cut,1931-01-01,32,1,–,5,0,1,0,0,0,0,0,0
515,W-UNC Strip Cards,1931-01-01,1,2,–,0,0,1,1,0,0,0,0,0
516,Yuasa & Co. U.S. Tour of Japan,1931-01-01,0,2,–,1,1,1,0,0,0,0,0,0
517,Exhibits 4 on 1,1931-01-01,17,15,–,36,32,73,27,1,0,0,0,0
518,Babe Ruth Exhibit 1932,1932-01-01,0,0,–,0,0,0,0,0,0,0,0,0
519,Charles Denby Cigars Cubs Postcard,1932-01-01,1,1,–,8,0,0,0,0,0,0,0,0
520,Chicago Cubs Picture Pack,1932-01-01,0,0,–,0,0,0,0,0,0,0,0,0
521,Chicago Cubs Team Issue,1932-01-01,0,1,–,0,1,0,0,0,0,0,0,0
522,Doble Aguila,1932-01-01,0,4,–,3,3,4,1,0,0,0,0,0
523,N.Y. Giants Schedule Postcards,1932-01-01,0,0,–,0,3,5,8,3,2,1,0,0
524,Oblong Menko,1932-01-01,0,0,–,0,0,0,0,0,1,0,0,0
525,W574 Hand Cut,1932-01-01,21,7,–,8,20,23,9,2,0,0,0,0
526,Blue Bird Babe Ruth,1933-01-01,0,0,–,0,3,4,3,4,9,4,0,0
527,DeLong,1933-01-01,47,378,–,431,430,505,460,318,295,170,2,0
528,E285 Rittenhouse Candy,1933-01-01,132,4,–,11,6,5,5,2,1,0,0,0
529,Eclipse Import Hand Cut,1933-01-01,57,62,–,49,25,8,4,1,1,0,0,0
530,Exhibits 4 on 1,1933-01-01,4,6,–,14,10,16,16,0,0,0,0,0
531,George C. Miller,1933-01-01,121,171,–,100,75,114,81,37,11,2,0,0
532,Goudey,1933-01-01,"2,545","6,787",–,"11,456","14,215","18,845","13,236","7,942","5,814","3,707",232,14
533,Mrs. Sherlock's Bread Pins,1933-01-01,0,0,–,0,0,12,51,17,2,4,0,0
534,PX3 Double Header Pins,1933-01-01,0,7,–,25,46,107,145,125,63,19,0,0
535,R305 Tattoo Orbit,1933-01-01,26,86,–,188,128,256,394,462,348,129,9,0
536,R306 Butter Cream,1933-01-01,9,29,–,35,18,39,27,16,6,0,0,0
537,R308 Tattoo Orbit,1933-01-01,2,12,–,37,7,7,7,0,1,0,0,0
538,Uncle Jacks Candy,1933-01-01,4,9,–,11,8,15,12,8,1,0,0,0
539,Worch Cigar,1933-01-01,3,8,–,25,47,123,84,8,1,1,0,0
540,World Wide Gum,1933-01-01,50,107,–,164,198,344,352,372,206,117,32,20
541,Batter-Up,1934-01-01,147,308,–,865,890,"1,468","1,678","1,277",820,519,12,0
542,D382 Tarzan Bread,1934-01-01,2,1,–,0,1,0,0,0,0,0,0,0
543,Diamond Matchbooks-Silver Border,1934-01-01,19,19,–,66,35,29,32,2,0,0,0,0
544,Diamond Stars,1934-01-01,27,230,–,252,292,401,414,270,214,123,8,0
545,Exhibits 4 on 1,1934-01-01,0,2,–,13,6,49,70,20,0,0,0,0
546,Gold Medal Flour,1934-01-01,0,10,–,17,32,71,87,69,39,21,2,1
547,Goudey,1934-01-01,445,"1,574",–,"2,257","2,720","4,265","4,249","2,766","2,278","1,675",179,22
548,Goudey Premiums R309-1,1934-01-01,22,19,–,12,3,0,2,1,1,0,0,0
549,JBR48 US Major League Tour of Japan,1934-01-01,0,0,–,0,2,1,1,0,0,0,0,0
550,JBR72 Bromides Babe Ruth Large,1934-01-01,0,1,–,1,0,0,0,0,0,0,0,0
551,Jga 174 Prominent Personalities,1934-01-01,0,0,–,0,0,7,2,0,0,0,0,0
552,Quaker Oats Ask Me Baseball Trivia,1934-01-01,1,11,–,30,27,45,48,50,53,31,4,0
553,Quaker Oats Babe Ruth Premium Photo,1934-01-01,14,30,–,2,1,1,0,1,0,0,0,0
554,R304 Al Demaree Die-Cuts,1934-01-01,21,19,–,26,55,44,54,15,3,2,2,0
555,R310 Butterfinger,1934-01-01,30,108,–,61,32,30,12,2,2,0,0,0
556,Takashimaya Stores,1934-01-01,1,0,–,1,0,0,1,0,0,0,0,0
557,Tigers Annis Furs,1934-01-01,2,1,–,6,5,3,0,2,0,0,0,0
558,Tour of Japan Postcards,1934-01-01,0,1,–,3,4,31,29,9,0,0,0,0
559,Ward's Sporties Pins,1934-01-01,0,0,–,5,4,23,26,14,4,2,0,0
560,World Wide Gum,1934-01-01,63,122,–,175,197,286,304,163,99,29,5,0
561,Yuasa & Co. Jbr 166 Tour of Japan Bromides,1934-01-01,1,0,–,0,0,0,0,0,0,0,0,0
562,Diamond Matchbooks-Black Border,1935-01-01,0,0,–,4,0,1,0,2,2,0,0,0
563,Diamond Stars,1935-01-01,186,597,–,"1,327","1,770","3,537","3,770","3,640","3,334","2,414",281,3
564,E.C. Kropp Co. Postcard,1935-01-01,0,0,–,0,1,1,0,1,0,0,0,0
565,Exhibits 4 on 1,1935-01-01,3,7,–,13,13,47,56,24,1,0,0,0
566,George Burke Tigers Photo Stamps,1935-01-01,0,10,–,19,0,0,0,0,0,0,0,0
567,Goudey 4-in-1,1935-01-01,98,683,–,722,804,"1,367","1,372",766,338,104,3,0
568,Goudey Premiums R309-2,1935-01-01,1,9,–,8,9,3,0,0,0,0,0,0
569,Pebble Beach Clothiers,1935-01-01,1,0,–,0,3,3,6,1,0,0,0,0
570,Rice-Stix,1935-01-01,0,3,–,6,12,9,9,5,3,10,1,0
571,Schutter-Johnson,1935-01-01,6,114,–,128,104,149,67,24,6,1,0,0
572,Wheaties-Series 1 Hand Cut,1935-01-01,12,3,–,7,4,0,1,0,0,0,0,0
573,Diamond Matchbooks,1935-01-01,18,8,–,29,15,1,4,4,1,0,0,0
574,George Burke Postage Stamp Photos,1935-01-01,1,0,–,4,1,1,2,15,11,5,1,0
575,Cubs Team Issue,1936-01-01,0,0,–,0,0,0,1,1,0,0,0,0
576,Detroit Times Sports Stamps-Hand Cut,1936-01-01,1,4,–,0,2,4,5,2,0,0,0,0
577,Diamond Matchbooks-Chicago Cubs,1936-01-01,75,2,–,14,9,5,0,2,1,0,0,0
578,Diamond Matchbooks-Team on Back,1936-01-01,1,2,–,3,0,0,0,0,0,0,0,0
579,Diamond Stars,1936-01-01,50,205,–,411,436,795,856,692,596,463,45,0
580,Exhibits 4 on 1,1936-01-01,0,5,–,24,25,70,61,54,5,1,0,0
581,Goudey,1936-01-01,30,55,–,143,134,377,408,326,237,122,2,0
582,Goudey Premiums,1936-01-01,40,34,–,103,122,248,195,103,29,4,0,0
583,Goudey Premiums-Type 1,1936-01-01,28,27,–,41,57,65,28,19,1,0,0,0
584,Goudey Premiums-Type 2,1936-01-01,3,5,–,1,4,4,4,2,0,0,0,0
585,Goudey Premiums-Type 3,1936-01-01,0,1,–,3,4,6,2,0,0,0,0,0
586,Life Bread Yours for Life Pin,1936-01-01,0,0,–,0,0,1,3,0,0,0,0,0
587,National Chicle Fine Pens,1936-01-01,24,101,–,173,205,330,319,122,40,10,1,1
588,Overland Candy Co. (R301),1936-01-01,1,0,–,0,0,0,0,0,0,0,0,0
589,Play Ball,1936-01-01,0,0,–,0,0,1,0,0,0,0,0,0
590,Post Grape Nuts Winners Photo Premium,1936-01-01,0,1,–,0,0,0,0,0,0,0,0,0
591,R311,1936-01-01,11,27,–,33,27,16,3,1,1,0,0,0
592,R312,1936-01-01,20,72,–,113,161,224,109,25,3,1,0,0
593,R344 Rabbit Maranville,1936-01-01,0,3,–,9,4,0,0,0,0,0,0,0
